[[51.089207294523014, 0.821195125579834], [64.83799682430089, 0.6470620632171631], [64.49186669037849, 0.6505348682403564], [65.07715878479038, 0.6446840763092041], [65.36033037769093, 0.6418910026550293]]
[[61.37534610210558, 0.6835677623748779], [66.29176367877434, 0.6328721046447754], [65.30306286175221, 0.6424539089202881], [66.40982467753692, 0.6317470073699951], [57.531662732315425, 0.7292368412017822]]
[[63.20031578167447, 0.6638290882110596], [62.813885205495765, 0.6679129600524902], [65.81590800263011, 0.6374478340148926], [66.3830183280772, 0.6320021152496338], [56.0390605772897, 0.7486600875854492]]
[[64.49779987876363, 0.650475025177002], [50.168908968925955, 0.836259126663208], [65.19476972010243, 0.6435210704803467], [66.75664069064136, 0.628464937210083], [66.82810896409097, 0.6277928352355957]]
[[59.96010663594709, 0.6997020244598389], [63.12289430890091, 0.6646432876586914], [65.43402089621583, 0.6411681175231934], [65.26138213746492, 0.6428642272949219], [56.38705008708927, 0.74403977394104]]
[[65.9996648538155, 0.6356730461120605], [51.796862032838575, 0.8099758625030518], [25.52214061389519, 1.6438357830047607], [56.377637943526466, 0.744163990020752], [58.82744160797039, 0.7131741046905518]]
[[65.11433944415471, 0.6443159580230713], [60.71650714174926, 0.6909852027893066], [65.51446281662218, 0.640380859375], [61.34427911006807, 0.6839139461517334], [65.42903328559089, 0.6412169933319092]]
[[63.73153763065279, 0.6582958698272705], [61.55795292890681, 0.6815400123596191], [65.48549849700127, 0.6406641006469727], [64.80416176788913, 0.64739990234375], [66.19259166811753, 0.6338202953338623]]
[[64.90594062529996, 0.6463847160339355], [65.84078006436782, 0.63720703125], [64.22885835208785, 0.6531987190246582], [65.86125820791531, 0.6370089054107666], [65.40707251709324, 0.6414322853088379]]
[[64.14506304329578, 0.6540520191192627], [62.837504532865395, 0.6676619052886963], [66.6531199515891, 0.6294410228729248], [66.1199164303143, 0.6345169544219971], [64.37974356617896, 0.6516678333282471]]
